,Text,Cluster_Label
4919,"Degree Requirements
",3
4890,"© 2018 - Virginia Polytechnic Institute and State University  - Maintained by the Office of the University RegistrarSystems Biology
",3
3926,"Degree Requirements
",3
3927,"The graduation requirements in effect at the time of graduation apply. When choosing the degree
",3
3928,"requirements information, always choose the year of your expected date of graduation. Requirements for
",3
3931,"requirements and university obligations for degree completion.
",3
3932,"The university reserves the right to modify requirements in a degree program. However, the university will
",3
4971,"© 2018 - Virginia Polytechnic Institute and State University  - Maintained by the Office of the University RegistrarTheatre and Cinema
",3
1721,"State University, 2017.
",3
3936,"brief/index1.html  for degree requirements.
",3
1730,"MFA., University of North Texas., 2013.
",3
1850,"M.A., University of Maryland, 2016.
",3
1829,"University, 2003; Ph.D., Duke University, 2007.
",3
1854,"University of Maryland, 1982; Ph.D., University of Maryland, 1984.
",3
1825,"Cedarville University 1982.
",3
1821,"of Population Health Sciences, MPH, Emory University 2014, DVM, University of Florida, 2005.
",3
1864,"Technology, 2008; M.A.Sc. Concordia University, 2011; PhD. McMaster University, 2016.
",3
1868,"Carolina University, 2006; Ph.D., University of North Carolina, 2013.
",3
1801,"Florida State University, 2004; Ph.D., Florida State University, 2009.
",3
3821,"Degree Requirements
",3
1787,"University of Texas, Austin, 2000; Ph.D., Texas State University, San Marcos, 2004.
",3
1875,"ROSS, Julia. (2017), Dean, Engineering. B.S., Perdue University, 1990; Ph.D., Rice University, 1995.
",3
1781,"University of Bristol, England, 2009; Ph.D., Northeastern University, 2017.
",3
3814,"© 2018 - Virginia Polytechnic Institute and State University  - Maintained by the Office of the University RegistrarSchool of Visual Arts
",3
1776,"University of Jena, Germany, 1995.
",3
1766,"University of California at Berkley, 1980; Ph.D., UCLA, 1986.
",3
1765,"University of California at Los Angeles, 1975; M.A., University of California at Los Angeles, 1977; M.A.,
",3
1888,"Texas A&M University, 1994; Ph.D., North Carolina State University, 1998.
",3
1751,"PhD, University of Illinois, 1976, MPH, University of California, Los Angeles, 1972.REED, Ashley (2015), Assistant Professor of English. B.A., College of William and Mary, 1996; M.A.,University of North Carolina, 2007; Ph.D., University of North Carolina, 2014.
",3
1890,"(University of London), 1977; M.F.A., University of Arkansas, 1985.
",3
3933,"not alter degree requirements less than two years from the expected graduation year unless there is a
",3
1570,"1998; M.S., The Pennsylvania State University, 2005; Ph.D., The Pennsylvania State University, 2006.
",3
4720,"The university reserves the right to modify requirements in a degree program. However, the university will
",3
1413,"M.A,. Wake Forest University, 2004; M.A., Boston University, 2008., M.L.I.S., University of Illinois, Urbana-
",3
2222,"© 2018 - Virginia Polytechnic Institute and State University  - Maintained by the Office of the University
",3
1401,"University, 1976; M.S.L.S., University of Tennessee, 1982.
",3
3097,"brief/index1.html  for degree requirements.
",3
3094,"not alter degree requirements less than two years from the expected graduation year unless there is a
",3
3093,"The university reserves the right to modify requirements in a degree program. However, the university will
",3
1384,"1999; M.A., University of Georgia, 2004; Ph.D., University of Georgia, 2004.
",3
3092,"requirements and university obligations for degree completion.
",3
3089,"requirements information, always choose the year of your expected date of graduation. Requirements for
",3
1380,"and Technology, 2006, M.S., Tehran Polytechnic, 2009, Ph.D., Pennsylvania State University, 2015.
",3
2273,"Degree Requirements
",3
2274,"The graduation requirements in effect at the time of graduation apply. When choosing the degree
",3
2275,"requirements information, always choose the year of your expected date of graduation. Requirements for
",3
2278,"university obligations for degree completion.
",3
2279,"The university reserves the right to modify requirements in a degree program. However, the university will not
",3
2280,"alter degree requirements less than two years from the expected graduation year unless there is a transition
",3
1371,"M.A., University of Maryland Baltimore County, 2013.
",3
2283,"degree requirements.
",3
4724,"brief/index1.html  for degree requirements.
",3
4721,"not alter degree requirements less than two years from the expected graduation year unless there is a
",3
1405,"M.L.S. University of Maryland, 1988.
",3
1428,"OMER, Ingrid L.J. (2015), Senior Instructor. B.S., University of Missouri Columbia, 1985; B.S., University of
",3
1564,"State University, 2009.
",3
1429,"Missouri Columbia, 1985; M.S., University of Missouri Columbia, 1987; Ph.D., University of Missouri
",3
1563,"North Carolina State University, 2000; M. S., North Carolina State University, 2002; Ph. D., The Pennsylvania
",3
1561,"University, 2000; M.S., University of Guelph, 2003; Ph.D., Ohio State University, 2006.
",3
2128,"© 2018 - Virginia Polytechnic Institute and State University  - Maintained by the Office of the University RegistrarProgram in Real Estate
",3
1550,"North Carolina State University, 2000; Ph.D., Purdue University, 2005.
",3
1549,"PENDER, Kelly E. (2006), Associate Professor of English. B.A., University of North Carolina, 1997; M.A.,
",3
1528,"University of California, 2004.
",3
1507,"1990; M.F.A., The University of Sydney (SCA), NSW, Australia, 1995; Ph.D., The University of Newcastle,
",3
1505,"University of Iowa, 1994.
",3
1504,"Aerospace and Ocean Engineering. B.S., University of Iowa, 1987; M.S., University of Iowa, 1990; Ph.D.,
",3
2158,"Degree Requirements
",3
2159,"The graduation requirements in effect at the time of graduation apply. When choosing the degree
",3
1477,"of North Carolina at Greensboro, 1985.PANNETON, Robin P. (1989), Associate Professor of Psychology and Director, Degree Management. B.A.,University of Wisconsin, 1978; M.A., University of North Carolina-Greensboro, 1982; Ph.D., University of North
",3
1474,"University of New Mexico, 2000; M.A. Arizona State University, 2007; M.A. University of Arizona, 2009.
",3
1466,"M.S., Washington State University, 1994; Ph.D., Washington State University, 1997.
",3
1464,"University, 2009; Ph.D., Cornell University, 2011.
",3
2160,"requirements information, always choose the year of your expected date of graduation. Requirements for
",3
2163,"university obligations for degree completion.
",3
2165,"alter degree requirements less than two years from the expected graduation year unless there is a transition
",3
2168,"degree requirements.
",3
1124,"METZ, Nancy A. (1977), Professor of English. B.A., University of North Carolina, 1971; M.A., University of
",3
5444,© 2018 - Virginia Polytechnic Institute and State University  - Maintained by the Office of the University Registrar,3
898,"Pennsylvania, 2012; Ph.D., University of Pennsylvania, 2012.
",3
333,"Portland State University 2009; Ph.D., Portland State University, 2013.
",3
152,"M.S., Auburn University, 1997; Ph.D. University of South Carolina, 2001.
",3
964,"Stanford University, 2017; Ph.D., Stanford University, expected 2018.
",3
5257,"requirements and university obligations for degree completion.
",3
954,"University of California, 1995.
",3
117,"University of Phoenix, 2004.
",3
115,"University of California-Davis, 1996; Ph.D., University of California-Davis, 1998.
",3
866,"Hong Long; M.A., Columbia University, 2012; M. Phil., Columbia University, 2013; Ph.D., Columbia University,
",3
5220,"© 2018 - Virginia Polytechnic Institute and State University  - Maintained by the Office of the University RegistrarUrban Affairs and Planning
",3
331,"M.B.A. University of Phoenix, 1990.
",3
93,"University, 1997; M.S., Pennsylvania State University, 1999; Ph.D., Pennsylvania State University, 2003.
",3
1078,"1968; Ph.D., Stanford University, 1973.
",3
349,"Troy University 1990, MBA University of Phoenix 2010.
",3
707,"University of North Carolina, 1984.
",3
588,"University of Arizona, 2000; Ph.D., University of Arizona, 2004.
",3
360,"North Texas, Denton, 1993; M.F.A. University of North Texas, Denton. 2014.
",3
5254,"requirements information, always choose the year of your expected date of graduation. Requirements for
",3
948,"Davis, 1979; M.A., University of California, Davis, 1982; Ph.D., University of California, Davis, 1989.
",3
5253,"The graduation requirements in effect at the time of graduation apply. When choosing the degree
",3
374,"University, 1973; Ph.D., Penn State University, 1976.
",3
942,"of Wisconsin-Madison, 2013; M.S., Ohio University, 2017.
",3
799,"University, (2003). Ph.D., ECE Texas A&M, 2008.
",3
70,"Ph.D., Duke University, 1977.
",3
565,"KNOX, Paul (1985), Dean. B.A., University of Sheffield, England, 1969; Ph.D., University of Sheffield,
",3
66,"University of Kentucky, 2005; Ph.D., The Ohio State University, 2011.
",3
154,"Ph.D., University of Tokyo, 2009.
",3
703,"M.A., Radford University, 1994.
",3
776,"1984; Ph.D., University of Wyoming, 1989.
",3
672,"LANGFORD, Vicki (2007), Asst. Registrar. B.A., Radford University, 1980. M.S., Radford University, 1982.
",3
235,"ILIESCU, Traian (2002), Prof. of Mathematics. B.S., University of Bucharest, 1995; M.A., University of
",3
234,"M.F.A., University of Iowa, 2016.
",3
233,"IANCU, Laura (2016), Instructor. B.F.A., Ovidius University Romania, 2008, M.F.A., University of Iowa, 2013,
",3
226,"HUTCHINS, Kyle (2016), Instructor, B.M., University of North Texas, 2011, M.M., University of Minnesota,
",3
1031,"MCCRERY, Kenneth T. (2012), Director, App Arch & Planning. B.S. University of North Carolina at
",3
1006,"M.A., Hollins University, 1987.
",3
253,"Tashkent State University, Uzbekistan, 1993; M.S., Mississippi State University, 1996; Ph.D., Mississippi State
",3
995,"University of California at Berkeley, 1985; M.A., University of California at Berkeley, 1988; Ph.D., University of
",3
254,"University, 2000.
",3
211,"Health and Epidemiology, PhD, University of Illinois, College of Veterinary Medicine, 1989, MPH, University of
",3
209,"Polytechnic Institute and State University, 2000.
",3
983,"Polytechnic and State University, 2009; Ph.D., University of Wales (Bangor), 1994.
",3
163,"University of Technology, Iran, 2001; M.P.A, State University of New York., 2009; Ph.D., State University of
",3
266,"M.S., University of Kentucky, 2005; Ph.D., The Ohio State University, 2011.
",3
268,"2012; M.S., Wageningen University, 2012; Ph.D., Ghent University, 2016.
",3
5224,"Degree Requirements
",3
180,"University of Arkansas, 2009; Ph.D. University of Illinois at Urbana-Champaign, 2013.
",3
689,"2004; Ph.D., University of Toronto, 2012.
",3
5262,"brief/index1.html  for degree requirements.
",3
978,"Ph.D., Mississippi State University, 2000.
",3
5259,"not alter degree requirements less than two years from the expected graduation year unless there is a
",3
5258,"The university reserves the right to modify requirements in a degree program. However, the university will
",3
626,"Florida State University, 1994.
",3
299,"University, South Korea, 2000; M.S., Yonsei University, South Korea, 2004; M.S., Georgia Institute of
",3
5252,"Degree Requirements
",3
606,"of Pittsburgh, 1979; MBA, University of Pittsburgh, 1980.
",3
236,"Pittsburgh, 1997; Ph.D., University of Pittsburgh, 2000.
",3
778,"of China, 2000; M.A., The Ohio State University, 2001; Ph.D., The Ohio State University, 2006.
",3
1110,"State University, 2005; (2nd) M.A., Ohio State University, 2005; M.A. Stanford University, 2013; M.L.S. Indiana
",3
1111,"University, 2018.
",3
885,"University, 2006; M.A., Auburn University, 2010; M.S.L.S., The University of North Carolina at Chapel Hill,
",3
460,"1992; M.S., University of Tennessee, Knoxville, 1998; Ph.D., University of Tennessee, 2003.
",3
15,"Syracuse University, 1979.
",3
513,"Harvard University, 2005.
",3
782,"M.A. North Dakota State University, 2012; Ph.D. University of Minnesota, Twin Cities, 2017.
",3
1105,"University, 2009; Ph.D., University of Texas, Austin, 2014.
",3
47,"Argentina, 1998; M.S. University of Wisconsin, 2002; Ph.D., Ohio State University, 2006.
",3
446,"1991; Ph.D., University of California-Davis, 2000.
",3
402,"India, 2010; M.S., University of Southern California, 2011; Ph.D., Iowa State University, 2015.
",3
877,"1988; Ph.D., University of California, 1991.
",3
553,"Theological Seminary, 1973; Ph.D., Stanford University, 1978.
",3
2231,"Undergraduate Course Descriptions (HUM)
",2
2230,"Undergraduate Course Descriptions (APS)
",2
2475,"Undergraduate Course Descriptions (JUD)
",2
4495,"Course Projects
",2
2481,"grammar, reading, composition, and conversation. This course is for students who have completed 1104 or
",2
3090,"graduation are referred to via university publications as ""Checksheets"". The number of credit hours
",2
4173,"(2L,1C). RESOURCE CHARGE. Pre: 2576 for 3565; 3565, 3565 for 3566. (1H,5L,3C)
",2
4172,"processes. Course contact to credit hour structure: Lecture (1H,1C), Lab (3L,1C), Design Lab/Studio
",2
2471,"4994: UNDERGRADUATE RESEARCH
",2
4167,"Lecture (1H,1C), Lab (3L,1C), Design Lab/Studio (2L,1C). RESOURCE CHARGE. Pre: 2664. (1H,5L,3C)
",2
2276,"graduation are referred to via university publications as ""Checksheets"". The number of credit hours required
",2
2482,"with permission from instructor. 1114 is a four-credit course with a self-instruction component that demands
",2
3027,"and this allocation’s impact upon strategic planning will be discussed. The course will also show the
",2
4754,"Undergraduate Course Descriptions (STS)
",2
2612,"approaches to investigate geographically variable historical and/or contemporary case studies. (3H,3C)
",2
4166,"repeated with different topics for a maximum of 12 credits. Course contact to credit hour structure:
",2
4162,"structure: Lecture (1H,1C), Lab (3L,1C), Design Lab/Studio (2L,1C). Pre: 2554. (1H,5L,3C)
",2
4177,"maximum of 12 credits. Course contact to credit hour structure: Lecture (1H,1C), Lab (3L,1C), Design
",2
4178,"Lab/Studio (2L,1C). Pre: 2576. (1H,5L,3C)
",2
2473,"4994H: UNDERGRADUATE RESEARCH
",2
4499,"Undergraduate Course Descriptions (STAT)
",2
2233,"Undergraduate Course Descriptions (RLCL)
",2
3047,"4994: UNDERGRADUATE RESEARCH
",2
4202,"CHARGE. May be repeated for credit maximum of 12 credits. Pre: 2704. (1H,5L,3C)
",2
2232,"Undergraduate Course Descriptions (JUD)
",2
5071,"Undergraduate Course Descriptions (TA)
",2
3060,"Undergraduate Course Descriptions (AFST)
",2
3061,"Undergraduate Course Descriptions (AINS)
",2
3062,"Undergraduate Course Descriptions (CRIM)
",2
2247,"Web: http://liberalarts.vt.edu/rlcl2018-2019 Undergraduate Course Catalog and
",2
3063,"Undergraduate Course Descriptions (PSVP)
",2
3064,"Undergraduate Course Descriptions (SOC)
",2
2461,"communities worldwide. Specific topics vary. May be repeated one time with different topics. Pre: 1704.
",2
4159,"problem solving in the visual arts. The course will stress techniques and issues found in contemporary 3D
",2
3065,"Undergraduate Course Descriptions (WGS)
",2
4192,"RESOURCE CHARGE. May be repeated for a maximum of 12 credits. Pre: 2604. (1H,5L,3C)
",2
4182,"maximum of 12 credits. Pre: 2576. (1H,5L,3C)
",2
3080,"R. Hertel, L. Gillman, and J. W. Michaels2018-2019 Undergraduate Course Catalog and
",2
4161,"topics. FEES REQUIRED. May be repeated for a maximum of 12 credits. Course contact to credit hour
",2
4150,"CHARGE. Pre: 1414 or 2514. (1H,5L,3C)
",2
4156,"(1H,1C), Lab (3L,1C), Design Lab/Studio (2L,1C). FEES REQUIRED. Pre: 2644. (1H,5L,3C)
",2
4042,"1404), 1604. (1H,5L,3C)
",2
4065,"credit hour structure: Lecture (1H,1C), Lab (3L,1C), Design Lab/Studio (2L,1C). RESOURCE CHARGE.
",2
4064,"creating functional forms. Overview of contemporary and historic utilitarian ceramics. Course contact to
",2
2526,"4994: UNDERGRADUATE RESEARCH
",2
4061,"of new media art will be examined. RESOURCE CHARGE Pre: 1604. (1H,5L,3C)
",2
4058,"credit hour structure: Lecture (1H,1C), Lab (3L,1C), Design Lab/Studio (2L,1C). RESOURCE CHARGE.
",2
4057,"industry, community, and commerce, with emphasis on digital/electronic applications. Course contact to
",2
4050,"Lab (3L,1C), Design Lab/Studio (2L,1C). (1H,5L,3C)
",2
4049,"Typographic Composition. Pre: 2565. 2565: I, II. Course contact to credit hour structure: Lecture (1H,1C),
",2
4041,"structure: Lecture (1H,1C), Lab (3L,1C), Design Lab/Studio (2L,1C). RESOURCE CHARGE. Pre: (1204,
",2
4155,"repeated for a maximum of 12hours with different topics. Course contact to credit hour structure: Lecture
",2
2535,"This course introduces students to foundational concepts and debates within the humanities and social
",2
2528,"4994H: UNDERGRADUATE RESEARCH
",2
4040,"texture, mass, volume, scale and other principles of three-dimensional art. Course contact to credit hour
",2
3234,"Undergraduate Course Descriptions (AFST)
",2
4036,"RESOURCE CHARGE. Pre: 1204, 1404, (1604 or 1504). (1H,5L,3C)
",2
2530,"Undergraduate Course Descriptions (RLCL)1004: INTRODUCTION TO RELIGION AND CULTUREThis course introduces students to foundational concepts and debates within the humanities and social
",2
4035,"media. Course contact to credit hour structure: Lecture (1H,1C), Lab (3L,1C), Design Lab/Studio (2L,1C).
",2
3242,"and to Africa’s place in the world. Required first course in the African (Area) Studies concentration.
",2
4066,"Pre: 2544. (1H,5L,3C)
",2
4069,"for camera control, exposing techniques, image manipulation and approaches to output options. Course
",2
4070,"contact to credit hour structure: Lecture (1H,1C), Lab (3L,1C), Design Lab/Studio (2L,1C). Each student
",2
4071,"MUST own a digital SLR camera. RESOURCE CHARGE. Pre: 1604. (1H,5L,3C)
",2
4152,"(1H,1C), Lab (3L,1C), Design Lab/Studio (2L,1C). Pre: 2524. (1H,5L,3C)
",2
4151,"3524: TOPICS IN PAINTING MEDIARotating topics in painting techniques, disciplines, and theory emphasizing individual creativedevelopment and skilled approaches to technical problem-solving in visual art and design. Intermediatelevel. May be repeated for a maximum of 12 credits. Course contact to credit hour structure: Lecture
",2
4736,"credit hours of STS courses; the student's program of study must be approved by the STS undergraduate
",2
4149,"Lab/Studio (2L,1C). May be repeated for a maximum of 9 hours with different topics. RESOURCE
",2
4148,"graphic concerns. Course contact to credit hour structure: Lecture (1H,1C), Lab (3L,1C), Design
",2
2505,"This course provides a historical account, a psychological analysis, and an occasion for philosophical
",2
4144,"different content for a maximum of 12 credits. Resource Charge. Pre: 2604. (1H,5L,3C)
",2
4606,"Multiple regression including variable selection procedures; detection and effects of multicollinearity;
",2
2512,"This course provides a survey on the political history of the State of Israel and highlights major themes
",2
4117,"1C), Design Lab/Studio (2L, 1C). Pre: 1114. (1H,5L,3C)
",2
4116,"those issues and influence opinion. Course contact to credit hour structure: Lecture (1H,1C), Lab (3L,
",2
2211,"Course provides mock, real-world learning in a student-led, team environment. Teams will analyze, design and
",2
4084,"Lecture and/or undergraduate seminar format. May be repeated for credit with different content for a
",2
5039,"structure and development and evolution of their work. Specific thematic content is variable. Course may
",2
2514,"Additionally, the course will add a comparative dimension by using the political history of Israel as a case
",2
4074,"lighting, and motion. RESOURCE CHARGE. Pre: 1204, 1404, 1604. (1H,5L,3C)
",2
2519,"Spinoza or Buber, or a course dedicated to one of the following topics: Kabbalah, Hasidism, The American
",2
4737,"coordinator. In some fields, more than 18 credit hours may be required to complete the concentration.
",2
2765,"4994: UNDERGRADUATE RESEARCH
",2
2446,"3954: STUDY ABROADVariable credit course.4034 (RLCL 4034): FUNCTIONS OF POPULAR CULTURE
",2
4323,"4994H: UNDERGRADUATE RESEARCH
",2
2732,"Additionally, the course will add a comparative dimension by using the political history of Israel as a case
",2
2730,"This course provides a survey on the political history of the State of Israel and highlights major themes
",2
2435,"Investigates humanistic debates about the nature of art. May be taken a maximum of 3 times for credit with
",2
5371,"skills frequently used by environmental planners and policy-makers. Senior status required and 9 credit
",2
4346,"Web: www.spia.vt.edu2018-2019 Undergraduate Course Catalog and
",2
4340,"Undergraduate Course Descriptions (SPIA)
",2
4689,"4994H: UNDERGRADUATE RESEARCH
",2
4327,"Undergraduate Course Descriptions (SPIA)
",2
4448,"Web: www.stat.vt.edu2018-2019 Undergraduate Course Catalog and
",2
4687,"4994: UNDERGRADUATE RESEARCH
",2
4321,"4994: UNDERGRADUATE RESEARCH
",2
5375,"and disciplinary perspectives. Senior status required and 9 credit hours, 3000-level or above, in the
",2
5255,"graduation are referred to via university publications as ""Checksheets"". The number of credit hours
",2
2719,"This course provides a historical account, a psychological analysis, and an occasion for philosophical
",2
4459,"valuable practical experience. Students participating in such an experience can receive academic credit
",2
4312,"(1H,1C), Lab (3L,1C), Design Lab/Studio (2L,1C). (1H,5L,3C)
",2
4311,"standing and consent of department head required. Course contact to credit hour structure: Lecture
",2
4699,"Undergraduate Course Descriptions (STS)
",2
2854,"2994: UNDERGRADUATE RESEARCH
",2
5063,"Undergraduate Course Descriptions (FA)
",2
4245,"This studio course investigates computer-based multimedia in the visual arts and applied design. Video,
",2
2750,"art. Topics are variable. Example topics include the cultural construction of race and the culture of the
",2
2389,"Undergraduate Course Descriptions (HUM)
",2
4656,"A technical analytics course. Covers supervised and unsupervised learning strategies, including
",2
2387,"4994H: UNDERGRADUATE RESEARCH
",2
2774,"Undergraduate Course Descriptions (SBIO)
",2
2385,"4994: UNDERGRADUATE RESEARCH
",2
2756,"religion, religion and science, mysticism. May be taken three times for credit with different topics. Pre: 2004.
",2
2751,"nineteen sixties. Course may be repeated with different course content for up to 6 credits. Junior or Senior
",2
2782,"Web: www.sbio.vt.edu2018-2019 Undergraduate Course Catalog and
",2
2795,"graduation are referred to via university publications as ""Checksheets"". The number of credit hours
",2
5363,"This course examines the legal principles and policy debates involved in the regulation and protection of
",2
4431,"Course Duplications
",2
2377,"communities worldwide. Specific topics vary. May be repeated one time with different topics. Pre: HUM 1704.
",2
4402,"towards oversight. The course also covers the policies that government entities take in the interest of
",2
4400,"This course seeks to give students an understanding of how the government develops new cybersecurity
",2
5241,"Web: www.uap.vt.edu2018-2019 Undergraduate Course Catalog and
",2
4433,"Course Projects
",2
2807,"Undergraduate Course Descriptions (SBIO)
",2
4434,"Undergraduate Course Descriptions (STAT)
",2
4304,"new media art aesthetics, strategies, trends, and socio-cultural aspirations. The course will examine
",2
2339,"Undergraduate Course Descriptions (APS)
",2
4299,"(1H,1C), Lab (3L,1C), Design Lab/Studio (2L,1C). Pre: 2566. (1H,5L,3C)
",2
4639,"Applied course in time series analysis methods. Topics include regression analysis, detecting and
",2
4266,"design aesthetics emphasized. May be repeated for a maximum of 9 credits with different topics. Course
",2
4262,"3514. (1H,5L,3C)
",2
4261,"structure: Lecture (1H,1C), Lab (3L,1C), Design Lab/Studio (2L,1C). RESOURCE CHARGE Pre: 3524 or
",2
4260,"credits with different topics. 3000-level Painting or Drawing course required. Course contact to credit hour
",2
4256,"Lab (3L,1C), Design Lab/Studio (2L,1C). RESOURCE CHARGE. (1H,5L,3C)
",2
5318,"The course will focus on practical means of identifying environmental problems and creatively solving
",2
5113,"This course provides the Theatre & Cinema major, who desires a rigorous exploration of acting, a forum
",2
4255,"Studio or Art History or departmental approval. Course contact to credit hour structure: Lecture (1H,1C),
",2
4254,"video, and film. May be repeated for a maximum of 12 credits with different topics. 3000-level course in
",2
4298,"experimental typographic methods, and material studies. Course contact to credit hour structure: Lecture
",2
4475,"The department reserves the right to withhold credit if a student takes a course, the content of which is
",2
4252,"art and site-specific installation. Interdisciplinary basis for course may incorporate traditional studio
",2
4251,"This studio course will investigate new approaches to art-making and new genres, such as performance
",2
4476,"partially duplicated in a course already taken (see ""Course Duplications"" below).
",2
4249,"1514, 2504). (1H,5L,3C)
",2
2767,"4994H: UNDERGRADUATE RESEARCH
",2
4489,"Course DuplicationsNo credit will be given for 2004 if taken with or after any other statistics course, except STAT 2984.For non-majors, all of the following are partial duplications: 3005, 3604, 3615, 4604, and 4705.For majors, 4604 and 4705 may replace 3005 if taken before becoming a major.All the following are partial duplications: 3006, 3616, and 4706.No credit will be given for 3704 if taken after any of the following: 3005, 3615, 4604, and 4705.BIT 2405 may not be used as a substitute for credit as a statistics course unless the student was
",2
4247,"May be repeated for a maximum of 9 credits. Two 3000-level courses required. Course contact to credit
",2
4464,"graduation are referred to via university publications as ""Checksheets"". The number of credit hours
",2
4267,"contact to credit hour structure: Lecture (1H,1C), Lab (3L,1C), Design Lab/Studio (2L,1C). RESOURCE
",2
4268,"CHARGE Pre: 3544. (1H,5L,3C)
",2
4270,"Advanced animation course focusing on the creation of short films, demo reels, and expressive computer
",2
4294,"Lab/Studio (2L,1C). Pre: 3566 for 4575; 4575 for 4576. (1H,5L,3C)
",2
4293,"electronic media. Course contact to credit hour structure: Lecture (1H,1C), Lab (3L,1C), Design
",2
4289,"(3L,1C), Design Lab/Studio (2L,1C). RESOURCE CHARGE 6 credits of Art 3574 required. Pre: 4504.
",2
4288,"opportunity for building a viable portfolio. Course contact to credit hour structure: Lecture (1H,1C), Lab
",2
4284,"(1H,5L,3C)
",2
4283,"planning, designing, and mounting an exhibition. Pre: 3000-level Studio or Art History course required.
",2
4281,"This course will focus on the display and presentation of visual art, for student-designed exhibitions.
",2
4714,"Web: www.sts.vt.edu2018-2019 Undergraduate Course Catalog and
",2
4029,"CHARGE. Pre: 1204, 1404, 1604. (1H,5L,3C)
",2
5055,"factors in influencing the medium. Specific thematic content is variable. Course may be repeated with
",2
4717,"graduation are referred to via university publications as ""Checksheets"". The number of credit hours
",2
4279,"CHARGE Pre: 3554. (1H,5L,3C)
",2
4278,"contact to credit hour structure: Lecture (1H,1C), Lab (3L,1C), Design Lab/Studio (2L,1C). RESOURCE
",2
4277,"credits with different topics. 3000-level Ceramics, Sculpture or Applied Art course required. Course
",2
4273,"(1H,5L,3C)
",2
4272,"semester. May be repeated with different course content for up to nine credit hours. Pre: 3704 or 3704.
",2
4271,"animated films. Students enrolled in this course are expected to complete one large project during the
",2
4248,"hour structure: Lecture (1H,1C), Lab (3L,1C), Design Lab/Studio (2L,1C). Pre: (1414, 1604) or (1504,
",2
4336,"students to combine Washington, D.C.-area internships with course work for academic credit. For more
",2
4028,"contact to credit hour structure: Lecture (1H,1C), Lab (3L,1C), Design Lab/Studio (2L,1C). RESOURCE
",2
5023,"Intermediate-level, non-fiction, film production course for students seeking non-fiction documentary film
",2
3421,"content for a maximum of 9 credits. Junior standing. Pre: (3414 or SOC 3414), SOC 3104. (3H,3C)4754: INTERNSHIPVariable credit course.
",2
5430,"required. PUA majors and minors must complete this course with a C grade or higher to graduate;
",2
3749,"A variable topics course that addresses how the social construction of gender shapes social, cultural,
",2
3428,"4994: UNDERGRADUATE RESEARCH
",2
5171,"Rotating topics in voice and speech skills, and theories and practice in performance. Designed foradvanced theatre arts majors who have foundational training in acting, voice and movement. May berepeated for credit. Variable credit course. Pre: 2224, 2144.
",2
3430,"Undergraduate Course Descriptions (PSVP)
",2
3922,"Majors in the Art History B.A. program take 42 credit hours. An 18 credit minor in Art History is also
",2
3751,"course stresses interdisciplinary approaches to topics of emerging interest in feminist scholarship. Can be
",2
3752,"taken up to three times for credit with varying topic. In addition to WS 1824, must have taken a 2000-
",2
3667,"A variable topics course in sociology. In-depth examination of topics such as environmental sociology, the
",2
4976,"Undergraduate Course Descriptions (TA)
",2
4975,"Undergraduate Course Descriptions (FA)
",2
3452,"4994: UNDERGRADUATE RESEARCH
",2
4974,"Undergraduate Course Descriptions (CINE)
",2
3454,"Undergraduate Course Descriptions (SOC)
",2
3418,"A variable topics course in criminology. In-depth examination of topics such as capital punishment,
",2
4994,"Web: www.theatrecinema.vt.edu2018-2019 Undergraduate Course Catalog and
",2
3929,"graduation are referred to via university publications as ""Checksheets"". The number of credit hours
",2
3943,"topics, for a maximum of 12 credit hours. Course contact to credit hour structure: Lecture (1H,1C), Lab
",2
3944,"(3L,1C), Design Lab/Studio (2L,1C). RESOURCE CHARGE. (1H,5L,3C)
",2
2156,"Note: Graduation requires a total of 120 semester credit hours. Requirements are subject to change;
",2
2152,"Web: www.realestate.vt.edu2018-2019 Undergraduate Course Catalog and
",2
3387,"4994: UNDERGRADUATE RESEARCH
",2
4848,"This course explores the development of biology from the Enlightenment to the end of the twentieth
",2
3389,"Undergraduate Course Descriptions (CRIM)
",2
4856,"precautionary and proactionary approaches to public policy making. Course repeatable up to 12 hours
",2
2126,"4994: UNDERGRADUATE RESEARCHVariable credit course.4994H: UNDERGRADUATE RESEARCH
",2
2131,"Undergraduate Course Descriptions (REAL)
",2
3684,"internship coordinator required. Coursework relevant to placement setting. Variable credit course.
",2
1949,"First Year Experience course introducing students to the psychology major. Discussion of university
",2
3939,"Variable introductory topics on practice-based studio art, ranging from 2D, 3D and Digital Imaging
",2
3937,"Undergraduate Course Descriptions (ART)
",2
4995,"Academic PoliciesMenudegree option in Performance, Design, or Cinema, must complete a minimum of 57 hours.A minor course of study in theatre arts may be chosen with the guidance of the student's advisor.
",2
3910,"Communication Design course sequence in the spring semester. From that point on, the course
",2
3649,"Variable topics course that focuses on different research methodologies. Includes topics such as feminist
",2
3376,"A variable topics course in which students will engage an interdisciplinary methodology to pursue a critical
",2
3892,"The Creative Technologies concentration consists of 75 credit hours, with 21 required credits and
",2
3623,"artifacts such as art. Topics are variable. Example topics include the cultural construction of race and the
",2
3837,"Web: www.sova.vt.edu2018-2019 Undergraduate Course Catalog and
",2
2044,"on development. May be repeated with different topics for a maximum of 6 credit hours. Pre: (1004 or
",2
5274,"develop an ePortfolio to document their personal and professional growth in the major. Course must be
",2
